Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,in_allow_single_entry,in_anchor_tf,in_swing_bars,in_fvg_min_atr_factor,in_sl_atr_factor_from_entry,in_trailing_stop_atr_factor,in_enable_spread_filter,in_max_spread_points,in_enable_session_filter,in_session_start_hour,in_session_end_hour,in_enable_fifty_buffer,in_fifty_buffer,in_after_tp1_mode,in_trailing_stop_atr_factor_after_tp1,in_be_offset_points
4094,99.66,678.42,2.975526,5.290539,9.636648,16.625263,0,9.8565,228,true,5,107,0.5,2.3,2.4,false,26,true,3,18,true,0.06,0,2.6,0
2662,99.46,677.33,2.410427,3.508723,5.435163,11.226506,0,9.6003,281,true,5,110,0.5,2.8,3.1,false,32,true,0,20,true,0,0,3,0
2153,97.32,676.83,2.038645,3.112849,4.951932,11.518483,0,10.4057,332,true,5,91,0.4,2.7,2.9,true,22,true,2,17,true,0.06,0,2.6,0
3329,99.86,676.04,2.62031,4.344249,9.895199,16.164163,0,6.9062,258,true,5,106,0.5,2.1,2.1,false,20,true,1,18,true,0.06,0,2.6,2
2595,99.86,676.04,2.62031,4.344249,9.895199,16.164163,0,6.9062,258,true,5,106,0.5,2.1,2.1,false,20,true,1,18,true,0.06,0,2.6,0
1135,50.75,675.95,0.912213,1.644738,1.700845,3.945014,0,25.2609,741,true,5,98,0.3,2.2,3.7,false,26,false,9,16,false,0.2,1,3.4,0
798,50.75,675.95,0.912213,1.644738,1.700845,3.945014,0,25.2609,741,true,5,98,0.3,2.2,3.7,false,26,false,9,15,false,0.3,1,3.5,1
3947,99.66,675.9,2.964474,5.274602,9.600852,16.574288,0,9.8565,228,true,5,107,0.5,2.3,3,false,40,true,3,18,true,0.06,0,2.6,0
3841,99.66,675.9,2.964474,5.274602,9.600852,16.574288,0,9.8565,228,true,5,107,0.5,2.3,3,false,30,true,3,18,true,0.06,0,2.6,0
2338,88.96,675.9,3.466154,3.618651,3.535042,8.028377,0,18.4852,195,true,5,104,0.4,2.7,2.7,false,34,true,9,18,false,0.02,0,2.3,2
4504,99.66,675.36,2.962105,5.271186,9.593182,16.561139,0,9.8565,228,true,5,107,0.5,2.3,3.1,true,32,true,3,18,true,0.06,0,2.6,0
4188,99.66,675.23,2.961535,5.233152,9.591335,16.56337,0,9.8565,228,true,5,107,0.5,2.4,2.8,true,40,true,3,18,true,0.06,0,2.6,0
3794,99.66,675.09,2.960921,5.269479,9.589347,16.555164,0,9.8565,228,true,5,107,0.5,2.3,3.2,true,32,true,3,18,true,0.06,0,2.6,0
1942,95.46,675.01,2.586245,3.702851,5.04341,13.80001,0,16.5703,261,true,5,92,0.3,2.1,2.1,true,30,true,1,15,true,0.14,0,2.2,2
4501,99.66,673.83,2.955395,5.26151,9.571449,16.508916,0,9.8565,228,true,5,107,0.5,2.3,3.5,true,32,true,3,18,true,0.06,0,2.6,0
3013,99.88,673.2,2.589231,4.574577,9.85363,18.169922,0,7.1412,260,true,5,102,0.5,2.3,3.3,true,40,true,0,18,true,0.06,0,2.6,0
3057,99.67,671.64,2.633882,4.607089,9.540341,14.59659,0,9.605,255,true,5,107,0.5,2.8,3.3,false,32,true,0,18,false,0.22,2,3.2,3
2380,99.66,671.58,2.945526,5.247281,9.539489,16.361895,0,9.8565,228,true,5,107,0.5,2.3,4,false,20,true,3,18,true,0.06,0,2.6,0
2139,99.66,671.58,2.945526,5.247281,9.539489,16.361895,0,9.8565,228,true,5,107,0.5,2.3,4,false,34,true,3,18,true,0.06,0,2.6,0
2670,99.65,671.53,2.945307,5.256116,9.538778,16.476809,0,9.8565,228,true,5,107,0.5,2.2,3.5,false,28,true,3,18,true,0.06,0,2.6,0
2711,99.65,671.03,2.54178,4.62249,9.531676,14.661796,0,9.6041,264,true,5,107,0.5,2.6,3.2,true,40,true,0,18,false,0.18,1,2.1,1
1682,86.4,668.3,3.292118,3.595239,3.495293,8.496948,0,17.8315,203,true,5,104,0.4,2.3,2.6,true,32,true,8,18,false,0.3,2,2.9,1
4427,99.87,668.23,2.560268,4.287401,9.780884,16.672179,0,7.0719,261,true,5,104,0.5,2.4,2,false,20,true,1,18,true,0.06,0,2.6,0
2181,97.44,667.96,1.594177,2.443551,4.624481,8.735821,0,11.1756,419,true,5,103,0.3,3,2.5,false,34,true,0,15,false,0,0,2,3
4281,99.87,666.91,2.555211,4.280907,9.761563,16.642627,0,7.0816,261,true,5,104,0.5,2.4,2.7,true,24,true,1,18,true,0.06,0,2.6,1
4343,99.87,666.91,2.555211,4.280907,9.761563,16.642627,0,7.0816,261,true,5,104,0.5,2.4,2.7,true,24,true,1,18,true,0.06,0,2.6,0
1261,76.82,665.01,2.607882,2.968009,2.675451,9.256476,0,25.4326,255,true,5,101,0.3,2.6,3.2,true,40,true,8,16,false,0,0,2,3
78,76.82,665.01,2.607882,2.968009,2.675451,9.256476,0,25.4326,255,true,5,101,0.3,2.6,3.2,true,40,true,8,16,false,0.08,0,3.4,3
2344,90.53,664.2,1.734204,2.66918,4.962642,11.467205,0,17.5537,383,true,5,90,0.3,2.8,3.3,false,32,true,2,15,false,0,0,2,3
1969,90.53,664.2,1.734204,2.66918,4.962642,11.467205,0,17.5537,383,true,5,90,0.3,2.8,3.3,false,32,true,2,15,false,0.08,2,3.8,2
3824,90.13,663.76,2.113885,3.42372,4.628731,12.07051,0,19.4768,314,true,5,101,0.4,2.3,2.8,true,22,true,2,16,true,0.06,0,2,1
1731,85.14,663.14,3.453854,3.551618,3.468305,7.974549,0,18.7786,192,true,5,104,0.4,2.8,2.6,true,32,true,7,18,true,0.06,0,2.6,0
2000,88.7,661.81,1.975552,3.160166,4.615132,10.505166,0,19.4451,335,true,5,109,0.4,2.5,3.5,true,26,true,2,16,true,0,2,3.3,2
1409,87.41,661.68,3.275644,3.474033,3.460669,8.188015,0,17.9241,202,true,5,104,0.4,2.8,2.6,true,32,true,8,18,false,0.4,1,2.1,1
3321,99.8,661.39,2.553629,4.609419,11.562762,16.755296,0,8.3966,259,true,5,104,0.5,2.8,2.6,true,32,true,0,18,false,0.18,1,3.7,1
2462,99.8,661.35,2.553475,4.608413,11.562063,16.753872,0,8.3966,259,true,5,104,0.5,2.8,2.6,true,32,true,0,18,false,0,1,3.3,2
2116,88.7,660.82,1.972597,3.156934,4.608229,10.487403,0,19.4451,335,true,5,109,0.4,2.5,3.5,true,26,true,2,16,false,0.32,0,2.6,0
1669,88.7,660.82,1.972597,3.156934,4.608229,10.487403,0,19.4451,335,true,5,109,0.4,2.5,3.5,true,26,true,2,16,false,0,0,2,0
2508,96.46,660.79,2.239966,3.302886,3.048206,12.662266,0,15.788,295,true,5,107,0.5,2.8,3.1,false,32,true,0,21,true,0.08,2,3.7,3
1136,66.63,660.08,1.257295,1.895012,2.135836,4.329831,0,21.462,525,true,5,104,0.4,2.7,3.1,false,20,false,3,15,true,0,2,2.5,1
2147,95.92,657.71,1.526009,2.404073,4.740936,8.717802,0,10.868,431,true,5,103,0.3,2.6,3.2,true,40,true,0,15,false,0.08,2,3.8,2
2672,99.59,656.46,2.413456,3.935999,9.324716,12.930035,0,9.832,272,true,5,107,0.5,2.9,2.9,true,30,true,0,19,true,0,0,3,0
1560,82.33,656.36,2.67902,2.837874,3.432845,7.015965,0,18.9683,245,true,5,104,0.4,2.8,2.6,true,32,true,7,19,false,0.36,2,2.1,0
1407,88.29,655.5,1.841292,2.912026,4.57113,11.001006,0,19.341,356,true,5,99,0.4,2.5,4,false,20,true,1,16,false,0.42,0,3,0
2258,86.35,649.99,2.018602,2.341043,3.391724,7.316237,0,14.2841,322,true,5,92,0.3,2.9,2,true,34,true,9,18,false,0,1,3.3,2
1829,86.35,649.99,2.018602,2.341043,3.391724,7.316237,0,14.2841,322,true,5,92,0.3,2.9,2,true,34,true,9,18,false,0.02,0,2.3,2
2386,99.04,648.76,2.040126,3.15951,5.373199,13.911872,0,9.5108,318,true,5,91,0.4,2.7,2.9,true,40,true,1,16,true,0.02,0,2.4,0
1531,82.4,648.76,1.609826,2.109048,3.044964,6.950663,0,15.6452,403,true,5,92,0.3,2.2,2.4,true,34,true,7,18,false,0.02,0,2.3,2
3215,99.87,645.96,2.456122,4.175655,9.454918,17.410249,0,7.246,263,true,5,102,0.5,2.3,3.3,false,20,true,1,18,true,0.06,0,2.6,0
2121,69.81,644.58,1.171964,1.895213,2.205577,5.308578,0,20.5638,550,true,5,100,0.4,2.8,3.3,true,38,false,0,15,false,0,0,2,0
3468,88.44,644.09,1.819463,3.008638,4.491562,11.312083,0,19.4104,354,true,5,101,0.4,2.3,2.5,true,26,true,2,16,false,0.28,2,3.2,3
2301,76.08,643.52,2.103007,2.508521,2.692552,8.56892,0,24.8692,306,true,5,98,0.3,2.9,2.9,true,22,true,7,16,true,0.02,0,2.4,0
1455,76.18,643.09,1.410285,2.250564,3.540465,9.322293,0,19.055,456,true,5,92,0.3,2,2,false,26,true,4,16,false,0.32,0,2.6,1
2708,71.87,642.79,1.71869,2.670886,5.439076,8.841001,0,23.636,374,true,5,94,0.4,2.2,3.8,false,32,true,2,18,false,0.1,1,3.5,1
2285,93.09,641.77,1.389113,2.253335,4.553821,7.99667,0,11.1508,462,true,5,101,0.3,2.6,3.2,true,40,true,0,15,false,0,0,2,2
2345,93.09,641.77,1.389113,2.253335,4.553821,7.99667,0,11.1508,462,true,5,101,0.3,2.6,3.2,true,40,true,0,15,false,0,2,3.1,1
1979,93.09,641.77,1.389113,2.253335,4.553821,7.99667,0,11.1508,462,true,5,101,0.3,2.6,3.2,true,40,true,0,15,false,0,0,2,1
1751,93.09,641.77,1.389113,2.253335,4.553821,7.99667,0,11.1508,462,true,5,101,0.3,2.6,3.2,true,40,true,0,15,false,0,0,2,0
1512,93.09,641.77,1.389113,2.253335,4.553821,7.99667,0,11.1508,462,true,5,101,0.3,2.6,3.2,true,40,true,0,15,false,0.08,0,3.4,3
2087,69.6,641.72,1.166764,1.891241,2.195791,5.294742,0,20.6052,550,true,5,100,0.4,2.8,2.2,true,38,false,0,15,false,0,0,2,1
2868,88.44,639.95,1.807768,2.995728,4.462692,11.268287,0,19.4104,354,true,5,101,0.4,2.3,2.5,true,26,true,2,16,false,0,0,2,3
3248,99.87,639.9,2.806579,4.991392,9.366218,17.004301,0,7.4085,228,true,5,104,0.5,2.8,3.7,true,32,true,3,18,true,0.06,0,2.6,0
2311,94.84,639.72,2.146711,3.187376,5.815636,10.678983,0,14.2857,298,true,5,94,0.4,2.2,3.7,false,28,true,3,17,true,0.06,0,2.6,0
942,70.68,639.65,3.150985,2.961936,2.158355,5.483671,0,30.5866,203,true,10,95,0.4,2.9,3.8,true,36,true,5,22,false,0.3,0,3,1
1509,75.11,638.39,1.911347,2.798738,3.33886,8.043768,0,20.5247,334,true,5,104,0.4,2.7,3.5,false,34,true,4,17,false,0.4,1,2.1,1
2849,99.43,637.2,2.189691,3.606988,9.051136,13.424037,0,9.7714,291,true,5,107,0.5,2.3,3,false,24,true,0,19,false,0.36,2,2.1,0
1285,85.78,636.14,1.802096,2.936087,4.436123,10.382713,0,19.7103,353,true,5,104,0.4,2.2,3.5,true,26,true,2,16,false,0.32,0,2.1,1
3888,99.87,636.05,2.741595,4.610228,9.309865,16.333791,0,7.1728,232,true,5,106,0.5,2.1,2.1,false,20,true,3,18,true,0.06,0,2.6,0
1248,68.86,635.73,1.151685,1.876954,2.175295,5.307913,0,20.6926,552,true,5,100,0.4,2.8,3.3,true,32,false,9,23,false,0.48,1,2,0
2368,99.43,635.49,2.183814,3.599992,9.026847,13.394001,0,9.7714,291,true,5,107,0.5,2.3,2.5,true,34,true,0,19,false,0,0,3.9,2
1848,88.29,634.98,1.873097,3.032782,4.428033,11.456735,0,18.8652,339,true,5,99,0.4,2.5,3.5,true,26,true,2,16,false,0.42,0,3,0
2297,99.85,633.18,2.29413,3.974212,9.267857,18.151828,0,7.4233,276,true,5,101,0.5,2.3,3.3,true,40,true,0,18,true,0.06,0,2.6,0
2513,92.87,632.93,1.803219,2.732157,4.729005,10.238404,0,18.0567,351,true,5,103,0.3,3,2.5,false,24,true,3,15,false,0,0,2,2
2378,92.87,632.93,1.803219,2.732157,4.729005,10.238404,0,18.0567,351,true,5,103,0.3,3,2.5,false,24,true,3,15,false,0,0,2,1
1289,92.87,632.93,1.803219,2.732157,4.729005,10.238404,0,18.0567,351,true,5,103,0.3,3,2.5,false,24,true,3,15,false,0,0,2,3
1332,92.87,632.93,1.803219,2.732157,4.729005,10.238404,0,18.0567,351,true,5,103,0.3,3,2.5,false,24,true,3,15,false,0.32,0,2.6,0
1128,92.87,632.93,1.803219,2.732157,4.729005,10.238404,0,18.0567,351,true,5,103,0.3,3,2.5,false,24,true,3,15,false,0,0,2,0
1836,68.63,632.63,1.146069,1.872677,2.164688,5.292012,0,20.7381,552,true,5,100,0.4,2.8,2.5,true,34,false,5,16,false,0,0,2.7,1
2371,92.87,632.31,1.801453,2.73046,4.724372,10.229148,0,18.0567,351,true,5,103,0.3,3,2.5,false,24,true,3,15,false,0.28,2,3.2,0
2891,99.85,630.32,2.283768,3.960778,9.225995,18.115669,0,7.4233,276,true,5,101,0.5,2.3,2.2,true,28,true,0,18,true,0.06,0,2.6,0
3306,99.85,630.08,2.282899,3.959651,9.222482,18.108357,0,7.4233,276,true,5,101,0.5,2.3,2.5,true,26,true,0,18,true,0.06,0,2.6,0
2407,99.85,630.08,2.282899,3.959651,9.222482,18.108357,0,7.4233,276,true,5,101,0.5,2.3,2.5,true,34,true,0,18,true,0.06,0,2.6,0
2565,92.78,629.71,1.794046,2.72325,4.704946,10.135318,0,18.0567,351,true,5,103,0.3,3,2.5,false,24,true,3,15,false,0.3,1,3.5,1
2549,88.77,629.67,1.618689,2.557934,4.289597,10.125137,0,11.4998,389,true,5,91,0.4,2.7,2.9,true,40,true,0,17,false,0.1,1,3.5,1
1959,99.56,629.2,3.010526,4.927345,8.411765,14.751604,0,10.3743,209,true,5,110,0.5,2.3,3.6,true,32,true,3,18,true,0.06,0,2.6,0
2389,99.44,628.96,2.287127,3.953696,8.934091,14.014423,0,9.6272,275,true,5,107,0.5,2.2,2.7,true,34,true,0,18,false,0.1,1,3.5,1
1645,83.15,628.93,1.704417,2.560156,4.111729,7.693273,0,15.9858,369,true,5,100,0.4,2.8,3.3,false,32,true,4,18,false,0.02,0,2.3,2
2272,99.82,628.81,2.328926,4.008516,9.203893,16.526225,0,7.3663,270,true,5,103,0.5,2.4,2.8,true,22,true,2,18,true,0.06,0,2.6,0
900,66.48,628.76,1.493492,2.417179,4.392623,8.113184,0,28.429,421,true,5,94,0.4,2.2,3.7,false,28,true,0,18,false,0.4,1,2.1,3
2235,89.6,627.59,1.682547,2.712247,4.689106,10.856803,0,17.3036,373,true,5,98,0.4,2.8,3.3,true,32,true,0,16,false,0.08,2,3.8,2
1412,89.23,625.72,2.135563,3.211259,4.363459,11.179966,0,18.8211,293,true,5,109,0.4,2.2,3.5,true,26,true,2,16,true,0.08,2,2.4,1
1975,89.55,624.27,2.78692,3.167755,4.081263,8.582011,0,15.8066,224,true,5,100,0.4,2.8,3.3,false,24,true,7,18,false,0.48,0,2,3
2037,89.55,624.27,2.78692,3.167755,4.081263,8.582011,0,15.8066,224,true,5,100,0.4,2.8,2,true,26,true,7,18,false,0.4,1,2.1,0
1043,89.55,624.27,2.78692,3.167755,4.081263,8.582011,0,15.8066,224,true,5,100,0.4,2.8,2.2,false,22,true,7,18,false,0.18,1,2.1,1
59,45.33,623.75,0.982283,1.614647,1.466336,3.157182,0,27.4593,635,true,5,103,0.3,3,2.5,false,24,true,3,23,false,0.48,1,2.7,1
2138,92.31,623.53,1.850237,2.727373,4.658772,9.873892,0,18.03,337,true,5,104,0.3,2.9,3.6,false,34,true,3,15,false,0.32,0,2.1,1
1567,85.52,622.13,2.46877,3.040373,4.067272,8.145648,0,16.0765,252,true,5,100,0.4,2.7,2.7,false,20,true,6,18,false,0.18,1,2.1,1
2064,89.55,621.01,2.772366,3.156434,4.05995,8.557549,0,15.8066,224,true,5,100,0.4,2.8,2.6,true,32,true,7,18,false,0.48,0,2,3
1150,89.55,621.01,2.772366,3.156434,4.05995,8.557549,0,15.8066,224,true,5,100,0.4,2.8,2.6,true,32,true,7,18,false,0.02,0,2.3,2
1514,82.96,614.91,1.727275,2.16564,3.24217,6.793924,0,14.5381,356,true,5,92,0.3,2.4,2.6,false,38,true,8,18,false,0.1,1,3.5,1
4288,99.86,614.4,2.648276,4.5189,8.992974,16.805709,0,7.4044,232,true,5,104,0.5,2.3,2.3,true,20,true,3,18,true,0.06,0,2.6,0
4528,99.86,614.36,2.648103,4.498633,8.992389,16.73157,0,7.411,232,true,5,104,0.5,2.4,2.4,false,26,true,3,18,true,0.06,0,2.6,0
3940,99.86,613.8,2.64569,4.495444,8.984192,16.717683,0,7.4155,232,true,5,104,0.5,2.4,2.7,true,24,true,3,18,true,0.06,0,2.6,1
3282,99.86,613.8,2.64569,4.495444,8.984192,16.717683,0,7.4155,232,true,5,104,0.5,2.4,2.7,true,24,true,3,18,true,0.06,0,2.6,0
3349,99.86,613.56,2.644655,4.494077,8.980679,16.712023,0,7.4175,232,true,5,104,0.5,2.4,2.8,true,40,true,3,18,true,0.06,0,2.6,0
2454,99.31,612.85,2.212455,3.72705,8.705256,13.785635,0,9.886,277,true,5,107,0.5,2.3,4,false,24,true,1,18,false,0.1,1,3.5,1
4107,99.86,612.84,2.641552,4.509966,8.970141,16.765743,0,7.417,232,true,5,104,0.5,2.3,3.1,true,40,true,3,18,true,0.06,0,2.6,0
1651,83.59,612.33,1.562066,2.221923,3.104492,6.720309,0,15.128,392,true,5,99,0.4,2.5,2.7,true,40,true,3,20,false,0,0,3.9,2
2035,85.85,612.2,1.553807,2.490408,4.574118,10.884346,0,17.4694,394,true,5,92,0.3,2.6,2.8,true,22,true,2,15,false,0,2,2.7,2
4393,99.86,612.16,2.638621,4.506071,8.960187,16.730787,0,7.4225,232,true,5,104,0.5,2.3,3.5,true,32,true,3,18,true,0.06,0,2.6,0
3967,99.86,612.16,2.638621,4.506071,8.960187,16.730787,0,7.4225,232,true,5,104,0.5,2.3,3.5,true,32,true,3,18,true,0.06,0,2.6,2
854,83.31,611.57,1.76245,2.823731,4.264784,10.041633,0,19.4551,347,true,5,109,0.4,2.2,3.5,true,26,true,2,16,false,0.28,2,3.2,0
1324,83.31,610.03,1.758012,2.819139,4.254045,10.012191,0,19.4551,347,true,5,109,0.4,2.2,3.5,true,26,true,2,16,false,0,0,2.2,0
1044,83.31,610.03,1.758012,2.819139,4.254045,10.012191,0,19.4551,347,true,5,109,0.4,2.2,3.5,true,26,true,2,16,false,0,0,2,3
2259,97.22,609.74,2.032467,3.453386,6.808173,15.774542,0,15.3751,300,true,5,99,0.5,2.7,3.2,true,40,true,0,19,false,0,0,3.9,2
2168,90.8,608.17,2.13393,3.346516,4.241074,11.375311,0,19.3095,285,true,5,100,0.4,2.8,3.3,false,32,true,3,16,true,0.02,0,2.4,0
2231,91.18,607.49,1.664356,2.588417,4.538927,10.068346,0,18.0826,365,true,5,101,0.3,2.6,3.2,true,40,true,3,15,false,0.28,1,2.7,3
2155,91.18,607.49,1.664356,2.588417,4.538927,10.068346,0,18.0826,365,true,5,101,0.3,2.6,3.2,true,40,true,3,15,false,0.08,2,3.8,2
1597,91.18,607.49,1.664356,2.588417,4.538927,10.068346,0,18.0826,365,true,5,101,0.3,2.6,3.2,true,40,true,3,15,false,0,0,2,0
1089,91.18,607.49,1.664356,2.588417,4.538927,10.068346,0,18.0826,365,true,5,101,0.3,2.6,3.2,true,40,true,3,15,false,0.08,0,3.4,3
2320,95.15,607.35,1.735286,2.803563,5.368128,11.986625,0,9.2738,350,true,5,94,0.4,3,3.3,false,32,true,0,16,true,0.02,0,2.4,0
3234,99.64,606.88,2.549916,4.291106,8.620455,15.18815,0,9.8032,238,true,5,107,0.5,2.3,3,false,40,true,3,18,false,0.3,2,2.9,1
1856,99.37,605.97,2.118776,3.218939,4.830756,11.845981,0,10.2166,286,true,5,107,0.5,2.8,3.1,true,32,true,0,20,true,0,0,3,0
2594,94.5,605.27,2.037946,2.967398,2.737787,12.493108,0,16.725,297,true,5,107,0.5,2.2,3.5,true,26,true,2,21,true,0.08,2,3.7,3
2589,94.48,604.48,2.106202,3.694241,5.879012,16.23553,0,17.5686,287,true,5,101,0.5,2.8,2.2,false,32,true,0,18,false,0.3,2,2.9,1
2702,94.48,604.48,2.106202,3.694241,5.879012,16.23553,0,17.5686,287,true,5,101,0.5,2.8,2.2,false,34,true,0,18,false,0.3,2,2.9,1
2247,89.77,602.71,1.63336,2.601376,4.503213,10.065449,0,18.0826,369,true,5,101,0.3,2.2,3.6,true,32,true,3,15,false,0.08,0,3.4,3
3104,93.98,601.83,1.935145,2.762623,2.776225,9.749691,0,16.4883,311,true,5,109,0.5,2.8,2.2,true,28,true,0,23,false,0.04,2,3.9,0
2070,80.76,600.95,2.347461,2.62943,3.308467,7.769374,0,17.4073,256,true,5,92,0.3,2.9,3.6,false,34,true,8,17,true,0.06,0,2.6,0
2680,99.57,599.65,2.351569,3.771538,8.517756,14.001644,0,9.9793,255,true,5,107,0.5,2.3,2,false,28,true,3,19,true,0,0,3,0
3645,88.31,597.21,1.872132,2.960251,4.164644,10.281046,0,19.3053,319,true,5,107,0.4,2.3,2.4,false,26,true,3,16,false,0,0,2,3
4494,88.92,596.56,1.893841,2.992718,4.160112,10.398786,0,19.3105,315,true,5,104,0.4,2.3,3,false,30,true,3,16,false,0,0,3.5,3
3949,88.31,594.69,1.864232,2.951979,4.147071,10.246369,0,19.3053,319,true,5,107,0.4,2.3,3,false,40,true,3,16,false,0,0,2,3
2172,88.74,593.92,1.349818,2.189315,4.149514,8.424521,0,11.7442,440,true,5,99,0.3,2.6,3.2,true,40,true,0,15,false,0,2,3.1,1
1800,65.45,588.88,1.341412,2.175104,3.896255,7.539431,0,30.0179,439,true,5,94,0.4,2.2,3.7,false,28,true,0,19,false,0.36,2,2.1,0
1209,82.08,588.34,12.257083,15.280097,5.521209,12.259024,0,13.4223,48,true,30,108,0.3,3,2.7,false,20,true,1,17,true,0.24,1,3.3,1
2369,91.92,585.8,1.562133,2.559057,5.202949,11.508187,0,9.399,375,true,5,94,0.4,3,3.3,false,32,true,0,16,false,0.32,0,2.1,1
872,67.43,583.21,1.217557,1.920979,2.078735,5.711653,0,20.7962,479,true,5,99,0.4,2.5,2.7,true,22,true,2,23,false,0.42,0,3,0
1827,89.65,582.46,1.891104,2.9709,4.061785,10.911335,0,19.1619,308,true,5,100,0.4,2.8,2.2,false,32,true,3,16,false,0.28,2,3.2,0
3054,86.46,582.18,1.825016,2.910353,4.059833,9.991431,0,19.3053,319,true,5,107,0.4,2.3,2,false,28,true,3,16,false,0.3,1,3.5,1
1467,63.66,580.1,1.037746,1.795955,1.997796,4.85313,0,21.4433,559,true,5,100,0.4,2.2,2.5,true,28,false,0,18,false,0.18,1,2.1,1
3007,99.78,579.92,2.488927,4.376929,10.138462,16.141913,0,8.6037,233,true,5,104,0.5,2.8,2.6,true,32,true,3,18,false,0,1,3.3,2
2416,89.65,579.6,1.881818,2.961222,4.041841,10.881066,0,19.1619,308,true,5,100,0.4,2.8,2.2,false,32,true,3,16,false,0,0,2,1
1940,86.19,579.27,1.798975,2.713563,5.266091,9.507638,0,14.1414,322,true,5,94,0.4,2.2,3.7,false,28,true,3,17,false,0,1,3.3,2
1705,86.19,579.27,1.798975,2.713563,5.266091,9.507638,0,14.1414,322,true,5,94,0.4,2.2,3.7,false,28,true,3,17,false,0.02,0,2.3,2
1623,78.36,577.78,2.764498,3.263585,3.021862,8.934659,0,20.7164,209,true,5,104,0.4,2.8,2.6,false,36,true,6,17,true,0.06,0,2.6,0
1769,82.19,576.25,1.655891,2.549684,3.767325,8.632423,0,16.6838,348,true,5,100,0.4,2.8,3.1,false,34,true,4,17,false,0.22,2,3.2,3
3068,99.85,575.04,2.511092,4.348122,8.416862,18.38539,0,7.7533,229,true,5,101,0.5,2.9,2.1,true,28,true,3,18,true,0.06,0,2.6,0
4466,99.14,574.47,2.279643,3.866331,6.51696,15.037713,0,10.1691,252,true,5,107,0.5,2.3,2.4,false,26,true,4,18,true,0.06,0,2.6,0
1776,89.74,572.99,2.106581,3.211207,3.995746,11.027138,0,19.2114,272,true,5,99,0.4,2.5,2.7,true,40,true,3,16,true,0.02,0,2.4,0
2403,72.15,571.34,1.690355,2.550027,5.071365,8.399673,0,22.532,338,true,5,94,0.4,2.2,3.8,false,20,true,3,18,false,0.22,2,3.2,3
2250,72.15,571.34,1.690355,2.550027,5.071365,8.399673,0,22.532,338,true,5,94,0.4,2.2,3.8,false,20,true,3,18,false,0,1,3.3,2
2136,72.15,571.34,1.690355,2.550027,5.071365,8.399673,0,22.532,338,true,5,94,0.4,2.2,3.7,false,28,true,3,18,false,0.02,0,2.3,2
1735,72.15,571.34,1.690355,2.550027,5.071365,8.399673,0,22.532,338,true,5,94,0.4,2.2,3.8,false,20,true,3,18,false,0.02,0,2.3,0
1400,63.34,568.04,1.086119,1.787359,1.964177,4.984135,0,21.5127,523,true,5,99,0.4,3,3.2,false,28,true,0,23,false,0.42,0,3,0
2022,85.73,566.79,2.738116,3.023816,3.705479,8.377406,0,15.6209,207,true,5,100,0.4,2.8,3.3,false,32,true,8,18,false,0.48,0,2,3
120,94.46,566.29,2.46213,3.375378,4.231097,12.231941,0,17.0795,230,true,5,92,0.3,2.9,3.6,false,34,true,3,15,true,0.14,0,2.2,2
1501,72.08,566.08,3.011064,3.177566,2.467225,8.636118,0,23.1793,188,true,5,108,0.4,2.9,3.6,false,34,true,8,17,false,0.4,1,2.1,3
2327,89.16,565.42,1.615486,2.458396,4.224597,10.949927,0,17.5537,350,true,5,90,0.3,2.8,3.3,false,20,true,3,15,false,0.08,2,3.8,2
3648,99.84,564.5,2.454348,4.231439,8.262588,18.491012,0,7.7539,230,true,5,101,0.5,2.3,4,false,34,true,3,18,true,0.06,0,2.6,0
3087,99.84,564.5,2.454348,4.231439,8.262588,18.491012,0,7.7539,230,true,5,101,0.5,2.3,3,true,40,true,3,18,true,0.06,0,2.6,1
2038,99.84,564.5,2.454348,4.231439,8.262588,18.491012,0,7.7539,230,true,5,101,0.5,2.3,3,true,40,true,3,18,true,0.06,0,2.6,0
211,41.26,564.38,0.84997,1.551389,1.365546,3.176289,0,28.0443,664,true,5,104,0.3,2.5,2,false,32,true,4,23,false,0.38,1,3.7,3
1837,99,563.22,2.183023,3.328317,5.674189,13.275843,0,8.5777,258,true,5,94,0.4,2.2,3.7,false,28,true,3,16,true,0.08,2,3.2,2
4075,99.84,561.52,2.441391,4.21438,8.21897,18.445021,0,7.7539,230,true,5,101,0.5,2.3,2.3,true,28,true,3,18,true,0.06,0,2.6,2
2974,99.84,561.52,2.441391,4.21438,8.21897,18.445021,0,7.7539,230,true,5,101,0.5,2.3,2.3,true,28,true,3,18,true,0.06,0,2.6,0
3965,99.84,561.44,2.441043,4.213922,8.217799,18.443152,0,7.7539,230,true,5,101,0.5,2.3,2.4,false,30,true,3,18,true,0.06,0,2.6,0
3089,99.84,561.44,2.441043,4.213922,8.217799,18.443152,0,7.7539,230,true,5,101,0.5,2.3,2.4,false,24,true,3,18,true,0.06,0,2.6,1
3128,99.84,561.4,2.44087,4.213693,8.217213,18.439331,0,7.7539,230,true,5,101,0.5,2.3,2.5,true,40,true,3,18,true,0.06,0,2.6,0
2002,86.05,560.45,2.859439,3.068997,3.66403,8.033577,0,16.1507,196,true,5,100,0.4,2.7,2.7,false,34,true,9,18,false,0.4,1,2.1,3
