Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,InpTrendTimeframe,InpEntryTimeframe,InpFastEMA_Period,InpSlow1EMA_Period,InpSlow2EMA_Period,InpStopLossPoints,InpTakeProfit1_Points,InpTakeProfit2_Points,InpUseTrailingSL,InpTrailingStartPoints,InpTrailingStopPoints,InpMoneyManagement,InpRiskPercent,InpUseDailyFilter,InpDailyEmaPeriod,InpUseAdxFilter,InpUseDiCrossover,InpAdxPeriod,InpAdxThreshold,InpUseSessionFilter,InpTradingStartHour,InpTradingEndHour,InpBreakoutLookbackBars,InpBreakoutOffsetPoints,InpUseLossLimit
1272,6.86,48.95,1.631667,2.893617,1.189261,1.543348,0,7.4915,30,30,1,8,29,50,200,275,650,false,400,100,0,0.3,true,200,false,false,20,29,true,10,21,9,30,true
1954,6.86,48.95,1.631667,2.893617,1.189261,1.543348,0,7.4915,30,30,1,8,29,50,200,275,650,false,400,100,0,0.3,true,230,false,false,21,23,true,10,21,9,30,true
1702,39,50.56,1.20381,2.8908,1.182413,1.536092,0,7.6679,42,30,1,8,26,50,275,225,700,false,300,150,1,0.1,true,180,false,false,26,22,true,9,20,9,30,false
710,63.98,63.71,1.327292,2.862321,1.745958,2.372013,0,6.9592,48,30,1,11,27,60,275,275,650,false,400,100,0,0.3,true,200,true,false,20,26,true,8,19,9,30,false
1990,7.24,53.09,1.769667,2.858894,1.383273,1.581552,0,6.9329,30,30,1,8,30,55,300,350,750,false,250,200,0,0.1,true,210,false,true,22,27,true,11,19,15,10,true
3414,18.62,44.31,1.230833,2.844713,1.435374,1.440319,0,6.0769,36,16385,5,9,26,50,250,225,700,false,300,100,0,0.3,true,220,false,false,24,29,true,8,20,13,10,false
1239,4.2,52.95,1.961111,2.837266,1.363988,1.562288,0,7.0834,27,30,1,11,30,50,300,350,700,false,300,150,1,0.3,true,240,false,false,25,23,true,9,22,8,30,false
1255,9.91,37.55,1.21129,2.811384,1.471395,1.868668,0,4.6441,31,16385,1,11,29,45,275,350,600,false,400,100,1,0.1,true,190,true,false,20,26,true,8,19,9,30,false
1886,12.61,48.58,1.472121,2.717215,1.592265,1.503807,0,5.9584,33,16385,3,9,28,50,300,325,750,false,250,100,1,0.1,true,210,false,false,26,27,true,9,19,10,20,false
112,6.55,43.22,1.440667,2.700236,1.185084,1.344606,0,6.6968,30,30,5,11,30,60,200,350,550,false,250,100,1,0.1,true,220,false,false,21,26,true,10,19,10,10,false
884,6.55,43.22,1.440667,2.700236,1.185084,1.344606,0,6.6968,30,30,5,11,30,60,200,350,550,false,400,100,1,0.2,true,220,false,false,21,26,true,10,19,10,10,false
951,2.18,44.42,1.850833,2.688973,1.069331,1.281609,0,7.5731,24,30,2,8,30,60,275,325,700,false,350,100,0,0.4,true,190,false,true,21,29,true,11,18,15,10,true
4666,80.89,58.28,1.120769,2.658509,1.977604,2.252534,0,5.6947,52,30,1,9,26,55,225,200,600,false,250,200,0,0.4,true,210,true,false,25,25,false,9,19,10,40,true
1072,12,42.55,1.289394,2.635909,1.441396,1.431379,0,5.8041,33,16385,4,11,28,55,275,300,600,false,350,200,1,0.2,true,190,false,false,22,30,true,8,18,10,10,false
1591,12.42,56.55,1.713636,2.633449,1.551015,1.633932,0,6.9923,33,30,1,9,30,55,275,350,800,false,250,150,1,0.5,true,210,false,false,29,30,true,10,20,12,10,true
2177,74.4,78.99,1.25381,2.618648,1.926585,2.389599,0,7.8636,63,30,1,8,27,50,225,300,750,false,350,150,0,0.4,false,200,true,false,20,26,true,8,19,9,30,false
1498,12.34,56.27,1.705152,2.612783,1.507367,1.65011,0,6.8189,33,30,1,9,30,55,275,350,800,false,300,150,1,0.3,true,190,false,false,21,29,true,11,21,15,10,true
2006,12.34,56.27,1.705152,2.612783,1.507367,1.65011,0,6.8189,33,30,1,9,30,55,275,350,800,false,400,150,1,0.2,true,190,false,false,21,29,true,11,21,15,10,true
2230,12.34,56.27,1.705152,2.612783,1.507367,1.65011,0,6.8189,33,30,1,9,30,55,275,350,800,false,300,150,1,0.3,true,200,false,false,21,29,true,11,21,15,10,true
9424,99.93,117.02,1.147255,2.605873,4.067431,13.528298,0,5.1196,102,30,1,8,26,50,300,350,500,true,250,150,1,0.2,false,220,true,false,26,27,true,8,20,8,40,false
9350,99.93,117.02,1.147255,2.605873,4.067431,13.528298,0,5.1196,102,30,1,8,29,50,300,350,500,true,250,150,0,0.1,false,240,true,false,26,27,true,8,20,8,40,true
9112,99.93,117.02,1.147255,2.605873,4.067431,13.528298,0,5.1196,102,30,1,8,29,50,300,350,500,true,250,150,1,0.2,false,240,true,false,26,27,true,8,20,8,40,false
9082,99.93,117.02,1.147255,2.605873,4.067431,13.528298,0,5.1196,102,30,1,8,29,50,300,350,500,true,250,150,1,0.2,false,220,true,false,26,27,true,8,20,8,40,false
8683,99.93,117.02,1.147255,2.605873,4.067431,13.528298,0,5.1196,102,30,1,8,29,50,300,350,500,true,250,150,0,0.1,false,240,true,false,26,27,true,8,20,8,40,false
8447,99.93,117.02,1.147255,2.605873,4.067431,13.528298,0,5.1196,102,30,1,8,29,50,300,350,500,true,250,150,1,0.2,false,230,true,false,26,27,true,8,20,8,40,false
9429,99.93,116.52,1.142353,2.599012,4.050052,13.47354,0,5.1102,102,30,1,8,29,50,300,350,550,true,250,150,1,0.2,false,240,true,false,26,27,true,8,20,8,40,true
2301,73.56,77.54,1.230794,2.589912,1.845751,2.436369,0,8.0726,63,30,1,8,27,50,225,300,650,false,350,100,1,0.2,false,210,true,false,20,26,true,8,19,9,30,false
9320,99.93,115.41,1.131471,2.583779,4.01147,12.8379,0,5.1152,102,30,1,8,30,50,300,350,650,true,250,150,1,0.2,false,240,true,false,26,27,true,8,20,8,40,false
9375,99.94,115.4,1.131373,2.583642,4.224012,13.574106,0,4.8743,102,30,1,8,29,50,300,275,500,true,250,150,1,0.2,false,220,true,false,26,27,true,8,20,8,40,true
9376,99.94,115.4,1.131373,2.583642,4.224012,13.574106,0,4.8743,102,30,1,8,29,50,300,275,500,true,250,150,1,0.2,false,210,true,false,26,27,true,8,20,8,40,false
9253,99.94,115.4,1.131373,2.583642,4.224012,13.574106,0,4.8743,102,30,1,8,29,50,300,275,500,true,250,150,1,0.3,false,240,true,false,26,27,true,8,20,8,40,false
9142,99.94,115.4,1.131373,2.583642,4.224012,13.574106,0,4.8743,102,30,1,8,29,50,300,275,500,true,250,150,1,0.2,false,220,true,false,26,27,true,8,20,8,40,false
2557,6.84,49.89,1.663,2.578797,1.207698,1.515906,0,7.4474,30,30,1,11,30,45,250,350,800,false,250,150,0,0.1,true,180,false,false,21,27,true,10,19,14,30,false
9437,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,8,29,50,300,350,650,true,250,150,1,0.3,false,240,true,false,26,27,true,8,20,8,40,true
9434,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,8,26,50,300,350,650,true,250,150,1,0.4,false,240,true,false,26,27,true,8,20,8,40,false
9438,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,9,29,50,300,350,650,true,250,150,1,0.3,false,240,true,false,26,27,true,8,20,8,40,false
9372,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,8,26,50,300,350,650,true,250,150,1,0.3,false,240,true,false,26,27,true,8,20,8,40,false
9415,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,8,29,50,300,350,650,true,250,150,1,0.2,false,220,true,false,26,27,true,8,20,8,40,true
9398,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,9,29,50,300,350,650,true,250,150,0,0.4,false,210,true,false,26,27,true,8,20,8,40,false
9379,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,10,29,50,300,350,650,true,250,150,1,0.3,false,240,true,false,26,27,true,8,20,8,40,false
9414,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,8,29,50,300,350,650,true,250,150,1,0.2,false,210,true,false,26,27,true,8,20,8,40,true
9356,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,8,29,50,300,350,650,true,250,150,0,0.4,false,240,true,false,26,27,true,8,20,8,40,true
9351,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,8,29,50,300,350,650,true,250,150,0,0.2,false,240,true,false,26,27,true,8,20,8,40,false
9274,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,8,26,50,300,350,650,true,250,150,0,0.4,false,240,true,false,26,27,true,8,20,8,40,false
9265,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,8,29,50,300,350,650,true,250,150,1,0.4,false,210,true,false,26,27,true,8,20,8,40,false
9349,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,8,29,50,300,350,650,true,250,150,0,0.1,false,240,true,false,26,27,true,8,20,8,40,true
9263,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,10,30,45,300,350,650,true,250,150,1,0.3,false,230,true,false,26,27,true,8,20,8,40,false
9300,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,9,29,50,300,350,650,true,250,150,0,0.1,false,240,true,false,26,27,true,8,20,8,40,false
9327,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,8,29,50,300,350,650,true,250,150,1,0.2,false,210,true,false,26,27,true,8,20,8,40,false
9227,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,10,30,45,300,350,650,true,250,150,1,0.3,false,240,true,false,26,27,true,8,20,8,40,false
9243,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,8,29,50,300,350,650,true,250,150,0,0.1,false,220,true,false,26,27,true,8,20,8,40,false
9216,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,8,29,50,300,350,650,true,250,150,1,0.3,false,230,true,false,26,27,true,8,20,8,40,true
9109,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,8,29,50,300,350,650,true,250,150,1,0.2,false,220,true,false,26,27,true,8,20,8,40,false
9095,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,8,29,50,300,350,650,true,250,150,1,0.2,false,240,true,false,26,27,true,8,20,8,40,true
9055,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,8,26,50,300,350,650,true,250,150,1,0.2,false,230,true,false,26,27,true,8,20,8,40,false
9043,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,8,29,50,300,350,650,true,250,150,1,0.3,false,230,true,false,26,27,true,8,20,8,40,false
9101,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,8,29,50,300,350,650,true,250,150,1,0.2,false,230,true,false,26,27,true,8,20,8,40,false
8971,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,8,29,50,300,350,650,true,250,150,1,0.3,false,210,true,false,26,27,true,8,20,8,40,false
8682,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,8,29,50,300,350,650,true,250,150,0,0.1,false,240,true,false,26,27,true,8,20,8,40,false
8621,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,8,29,50,300,350,650,true,250,150,1,0.2,false,240,true,false,26,27,true,8,20,8,40,false
8419,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,8,29,50,300,350,650,true,250,150,0,0.4,false,240,true,false,26,27,true,8,20,8,40,false
8156,99.93,114.97,1.127157,2.577741,3.996177,13.31295,0,5.1152,102,30,1,8,29,50,300,350,650,true,250,150,1,0.3,false,240,true,false,26,27,true,8,20,8,40,false
1853,55.01,55.07,1.079804,2.572081,1.475221,1.567181,0,6.8254,51,30,1,9,30,55,275,225,800,false,250,150,0,0.5,true,180,false,false,26,24,true,8,21,8,10,true
914,65.88,58.07,1.138627,2.566073,1.485546,2.130355,0,7.4196,51,30,1,11,27,60,300,225,800,false,350,150,0,0.1,true,190,true,false,20,26,true,8,19,9,30,false
1514,65.88,58.07,1.138627,2.566073,1.485546,2.130355,0,7.4196,51,30,1,11,27,60,300,225,800,false,350,150,1,0.3,true,190,true,false,20,26,true,8,19,9,30,false
1976,65.88,58.07,1.138627,2.566073,1.485546,2.130355,0,7.4196,51,30,1,11,27,60,300,225,800,false,350,150,1,0.3,true,200,true,false,20,26,true,8,19,9,30,false
1515,4.04,44.68,1.654815,2.559511,1.098058,1.28835,0,7.4955,27,30,3,9,28,55,300,325,550,false,400,150,1,0.2,true,200,false,false,27,26,true,9,20,13,40,false
2214,4.04,44.68,1.654815,2.559511,1.098058,1.28835,0,7.4955,27,30,3,9,28,55,300,325,550,false,400,150,1,0.2,true,200,false,false,26,27,true,9,20,13,40,false
9433,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,750,true,250,150,0,0.4,false,210,true,false,26,27,true,8,20,8,40,true
9435,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,26,50,300,350,700,true,250,150,1,0.2,false,210,true,false,26,27,true,8,20,8,40,false
9431,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,1,0.2,false,210,true,false,26,27,true,8,20,8,40,true
9432,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,1,0.2,false,220,true,false,26,27,true,8,20,8,40,true
9430,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,1,0.2,false,230,true,false,26,27,true,8,19,8,40,false
9386,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,750,true,250,150,0,0.1,false,240,true,false,26,27,true,8,20,8,40,false
9401,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,10,29,50,300,350,700,true,250,150,1,0.2,false,230,true,false,26,27,true,8,20,8,40,false
9393,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,1,0.1,false,240,true,false,26,27,true,8,20,8,40,false
9361,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,0,0.2,false,220,true,false,26,27,true,8,20,8,40,false
9417,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,1,0.2,false,230,true,false,26,27,true,8,20,8,40,true
9352,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,0,0.4,false,240,true,false,26,27,true,8,20,8,40,true
9292,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,0,0.2,false,220,true,false,26,27,true,8,20,8,40,true
9276,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,9,29,50,300,350,700,true,250,150,1,0.2,false,210,true,false,26,27,true,8,20,8,40,false
9340,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,750,true,250,150,0,0.1,false,230,true,false,26,27,true,8,20,8,40,true
9197,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,0,0.2,false,240,true,false,26,27,true,8,20,8,40,false
9173,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,0,0.2,false,240,true,false,26,27,true,8,20,8,40,true
9177,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,1,0.3,false,240,true,false,26,27,true,8,20,8,40,false
9164,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,0,0.3,false,210,true,false,26,27,true,8,20,8,40,false
9155,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,750,true,250,150,0,0.1,false,240,true,false,26,27,true,8,20,8,40,true
9100,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,0,0.1,false,230,true,false,26,27,true,8,20,8,40,false
9086,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,9,29,50,300,350,700,true,250,150,1,0.2,false,220,true,false,26,27,true,8,20,8,40,false
9065,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,0,0.3,false,210,true,false,26,27,true,8,20,8,40,true
9070,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,1,0.2,false,210,true,false,26,27,true,8,20,8,40,false
9003,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,0,0.1,false,240,true,false,26,27,true,8,20,8,40,true
8976,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,26,50,300,350,700,true,250,150,0,0.1,false,240,true,false,26,27,true,8,20,8,40,false
8763,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,1,0.4,false,240,true,false,26,27,true,8,20,8,40,true
8764,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,1,0.2,false,220,true,false,26,27,true,8,20,8,40,false
8744,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,0,0.4,false,210,true,false,26,27,true,8,20,8,40,false
8561,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,1,0.4,false,220,true,false,26,27,true,8,20,8,40,false
8515,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,0,0.4,false,240,true,false,26,27,true,8,20,8,40,false
8443,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,1,0.4,false,240,true,false,26,27,true,8,20,8,40,false
8408,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,0,0.2,false,230,true,false,26,27,true,8,20,8,40,false
8251,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,1,0.3,false,230,true,false,26,27,true,8,20,8,40,false
8211,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,1,0.2,false,240,true,false,26,27,true,8,20,8,40,false
8173,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,0,0.1,false,240,true,false,26,27,true,8,20,8,40,false
6547,99.93,113.63,1.11402,2.559352,3.9496,13.129713,0,5.1274,102,30,1,8,29,50,300,350,700,true,250,150,1,0.2,false,230,true,false,26,27,true,8,20,8,40,false
2635,4.02,43.98,1.628889,2.557365,1.158893,1.507152,0,6.9675,27,30,4,8,30,50,300,200,800,false,300,100,0,0.5,true,200,false,false,20,23,true,12,18,8,40,false
2018,34.19,49.94,1.189048,2.553344,1.197602,1.514136,0,7.5414,42,30,1,8,27,60,250,275,700,false,300,200,1,0.2,true,180,false,false,20,25,true,9,21,12,30,false
9436,99.92,112.99,1.107745,2.55057,3.927355,13.129975,0,5.1267,102,30,1,8,29,50,300,325,700,true,250,150,0,0.1,false,220,true,false,26,27,true,8,20,8,40,false
8687,99.94,112.01,1.098137,2.537121,4.099927,13.168203,0,4.8818,102,30,1,8,29,50,300,275,700,true,250,150,1,0.4,false,240,true,false,26,27,true,8,20,8,40,false
2405,51.97,53.05,1.105208,2.524863,1.599337,1.526763,0,6.065,48,30,1,9,30,55,275,225,800,false,250,150,1,0.5,true,180,false,false,21,27,true,9,19,12,10,true
2691,6.71,43.23,1.441,2.523793,1.302893,1.36545,0,6.2365,30,16385,3,9,29,50,300,325,700,false,300,150,0,0.1,true,190,false,false,20,22,true,10,22,15,40,true
1686,60.58,48.44,0.897037,2.512804,1.112029,1.292471,0,8.0476,54,30,2,11,29,60,200,250,700,false,250,100,0,0.4,false,230,false,false,21,26,true,10,19,10,10,true
1409,11.62,42.64,1.292121,2.507246,1.397575,1.324108,0,5.976,33,16385,3,9,28,50,300,325,600,false,350,100,0,0.4,true,210,false,false,26,27,true,9,19,10,20,false
3800,10.79,43.57,1.320303,2.501378,1.066063,1.341282,0,7.4749,33,30,4,10,26,60,300,275,650,false,250,150,0,0.4,true,220,false,true,21,30,true,12,22,11,30,false
527,26.83,52.12,1.33641,2.495552,1.396196,1.550424,0,6.8254,39,30,1,9,30,55,275,225,800,false,400,100,1,0.2,true,220,false,false,29,26,true,8,21,8,10,true
875,26.83,52.12,1.33641,2.495552,1.396196,1.550424,0,6.8254,39,30,1,9,30,55,275,225,800,false,250,100,1,0.1,true,220,false,false,29,26,true,8,21,8,10,true
1052,26.83,52.12,1.33641,2.495552,1.396196,1.550424,0,6.8254,39,30,1,9,30,55,275,225,800,false,250,150,1,0.5,true,220,false,false,29,26,true,8,21,8,10,true
1593,26.83,52.12,1.33641,2.495552,1.396196,1.550424,0,6.8254,39,30,1,9,30,55,275,225,800,false,250,150,0,0.5,true,210,false,false,29,26,true,8,21,8,10,true
6916,97.03,78.23,1.303833,2.483877,2.850948,10.801368,0,5.3356,60,30,1,11,29,55,250,325,700,true,400,100,1,0.4,false,210,true,false,24,30,true,11,18,15,40,false
6086,97.03,78.23,1.303833,2.483877,2.850948,10.801368,0,5.3356,60,30,1,11,29,55,250,325,700,true,400,100,1,0.4,false,230,true,false,24,30,true,11,18,15,40,false
9377,99.9,105.75,0.979167,2.459627,3.735429,12.748951,0,5.0618,108,30,1,8,29,50,300,225,500,true,250,150,1,0.4,false,240,true,false,26,27,true,8,20,8,40,false
9312,99.9,105.75,0.979167,2.459627,3.735429,12.748951,0,5.0618,108,30,1,8,29,50,300,225,500,true,250,150,0,0.4,false,240,true,false,26,27,true,8,20,8,40,true
9288,99.9,105.75,0.979167,2.459627,3.735429,12.748951,0,5.0618,108,30,1,8,29,50,300,225,500,true,250,150,1,0.3,false,240,true,false,26,27,true,8,20,8,40,false
9333,99.9,105.75,0.979167,2.459627,3.735429,12.748951,0,5.0618,108,30,1,8,29,50,300,225,500,true,250,150,0,0.1,false,240,true,false,26,27,true,8,20,8,40,true
9187,99.9,105.75,0.979167,2.459627,3.735429,12.748951,0,5.0618,108,30,1,8,29,50,300,225,500,true,250,150,1,0.2,false,240,true,false,26,27,true,8,20,8,40,true
9036,99.9,105.75,0.979167,2.459627,3.735429,12.748951,0,5.0618,108,30,1,8,29,50,300,225,500,true,250,150,1,0.2,false,240,true,false,26,27,true,8,20,8,40,false
9009,99.9,105.75,0.979167,2.459627,3.735429,12.748951,0,5.0618,108,30,1,8,29,50,300,225,500,true,250,150,1,0.2,false,230,true,false,26,27,true,8,20,8,40,true
8941,99.9,105.75,0.979167,2.459627,3.735429,12.748951,0,5.0618,108,30,1,8,29,50,300,225,500,true,250,150,0,0.1,false,240,true,false,26,27,true,8,20,8,40,false
8866,99.9,105.75,0.979167,2.459627,3.735429,12.748951,0,5.0618,108,30,1,8,29,50,300,225,500,true,250,150,1,0.2,false,230,true,false,26,27,true,8,20,8,40,false
143,27.14,41.03,1.052051,2.451875,1.350115,1.440048,0,5.9765,39,16385,4,9,27,60,225,275,600,false,300,150,1,0.2,true,190,false,false,22,30,true,8,18,10,10,false
7309,99.1,76.29,1.105652,2.439434,2.885401,11.81873,0,5.0783,69,30,1,9,27,50,250,275,500,true,300,100,0,0.4,false,210,true,false,24,30,true,11,18,15,40,false
6594,99.1,76.29,1.105652,2.439434,2.885401,11.81873,0,5.0783,69,30,1,9,27,50,250,275,500,true,300,100,0,0.4,false,230,true,false,24,30,true,11,18,15,40,false
1012,3.78,40.28,1.491852,2.431923,1.213619,1.301053,0,6.3791,27,16385,3,9,29,50,300,325,700,false,300,150,0,0.1,true,240,false,false,21,26,true,10,19,13,30,true
9373,99.89,103.7,0.960185,2.431332,3.663017,12.525903,0,5.0574,108,30,1,8,29,50,300,225,650,true,250,150,1,0.2,false,230,true,false,26,27,true,8,20,8,40,false
8873,99.89,103.7,0.960185,2.431332,3.663017,12.525903,0,5.0574,108,30,1,8,29,50,300,225,650,true,250,150,0,0.4,false,210,true,false,26,27,true,8,20,8,40,false
8352,99.89,103.7,0.960185,2.431332,3.663017,12.525903,0,5.0574,108,30,1,8,29,50,300,225,650,true,250,150,0,0.1,false,240,true,false,26,27,true,8,20,8,40,false
2597,59.53,59.24,1.161569,2.41587,1.418582,2.143359,0,8.0132,51,30,1,8,27,50,225,275,750,false,350,150,0,0.5,true,200,true,false,20,26,true,8,19,9,30,false
